tablename,CreateTime,LastAccessTime,Owner,numRows,rawDataSize,V1,year,month,day,date,yearmon,rawDataSize_gb,rawDataSize_gb_month,rawDataSize_gb_month_user
di_aed,Mon Mar 13 00:31:54 CET 2017,UNKNOWN,c34618,1000035,197599452,, 2017,Mar , 00,,,0.197599452,9.542475972,6.725400925
di_aed,Mon Jan 23 22:04:48 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 22,2017-01-22,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 22:04:50 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 22,2017-01-22,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 22:04:52 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 22,2017-01-22,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 22:04:54 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 22,2017-01-22,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 22:04:56 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 22,2017-01-22,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 22:04:58 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 22,2017-01-22,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 22:34:08 CET 2017,UNKNOWN,c41217,1504207,61633610,, 2017,Jan , 22,2017-01-22,2017,0.06163361,35644.555435314,0.10434502
di_aed,Mon Jan 23 13:06:30 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 13,2017-01-13,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 22:04:28 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 22,2017-01-22,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 13:06:38 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 13,2017-01-13,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 13:06:41 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 13,2017-01-13,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 13:06:46 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 13,2017-01-13,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 13:06:50 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 13,2017-01-13,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 13:06:28 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 13,2017-01-13,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 13:06:33 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 13,2017-01-13,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 13:06:36 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 13,2017-01-13,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 13:06:40 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 13,2017-01-13,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 13:06:45 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 13,2017-01-13,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 13:06:48 CET 2017,UNKNOWN,c41217,,0,, 2017,Jan , 13,2017-01-13,2017,0,35644.555435314,0.10434502
di_aed,Mon Jan 23 13:13:54 CET 2017,UNKNOWN,c41217,1504207,42711410,, 2017,Jan , 13,2017-01-13,2017,0.04271141,35644.555435314,0.10434502
di_aed,Mon Jan 23 11:57:12 CET 2017,UNKNOWN,c34618,411599346,22599281708,, 2017,Jan , 11,2017-01-11,2017,22.599281708,35644.555435314,3093.41442856
di_aed,Mon May 22 11:59:15 CEST 2017,UNKNOWN,c43180,,0,, 2017,May , 11,2017-05-11,2017.33333333333,0,7625.391561815,260.090830802
di_aed,Wed Jan 18 10:40:49 CET 2017,UNKNOWN,c43180,,0,, 2017,Jan , 10,2017-01-10,2017,0,35644.555435314,0.266194223
di_aed,Tue Feb 07 16:34:01 CET 2017,UNKNOWN,c34618,,0,, 2017,Feb , 16,2017-02-16,2017.08333333333,0,1958.448207358,281.449833591
di_aed,Mon Jan 30 19:24:51 CET 2017,UNKNOWN,c34618,616768124,62358069033,, 2017,Jan , 19,2017-01-19,2017,62.358069033,35644.555435314,3093.41442856
di_aed,Thu Jan 12 14:30:00 CET 2017,UNKNOWN,c34618,0,0,, 2017,Jan , 14,2017-01-14,2017,0,35644.555435314,3093.41442856
di_aed,Fri Jan 13 17:36:56 CET 2017,UNKNOWN,c41217,0,0,, 2017,Jan , 17,2017-01-17,2017,0,35644.555435314,0.10434502
di_aed,Wed Mar 08 15:54:30 CET 2017,UNKNOWN,c34618,25547358,31646074729,, 2017,Mar , 15,2017-03-15,2017.16666666667,31.646074729,16032.951134725,9700.409249355
di_aed,Tue Feb 07 16:04:50 CET 2017,UNKNOWN,c34618,,0,, 2017,Feb , 16,2017-02-16,2017.08333333333,0,1958.448207358,281.449833591
di_aed,Tue Feb 28 11:49:43 CET 2017,UNKNOWN,c34618,132925320,98763512760,, 2017,Feb , 11,2017-02-11,2017.08333333333,98.76351276,1958.448207358,281.449833591
di_aed,Mon Jan 23 12:15:56 CET 2017,UNKNOWN,c38597,,0,, 2017,Jan , 12,2017-01-12,2017,0,35644.555435314,0
di_aed,Tue Feb 07 15:01:29 CET 2017,UNKNOWN,c34618,,0,, 2017,Feb , 15,2017-02-15,2017.08333333333,0,1958.448207358,281.449833591
di_aed,Tue Feb 07 13:57:31 CET 2017,UNKNOWN,c34618,,0,, 2017,Feb , 13,2017-02-13,2017.08333333333,0,1958.448207358,281.449833591
di_aed,Mon Jan 30 19:20:09 CET 2017,UNKNOWN,c34618,238074832,15997337218,, 2017,Jan , 19,2017-01-19,2017,15.997337218,35644.555435314,3093.41442856
di_aed,Mon Jan 23 12:28:37 CET 2017,UNKNOWN,c38597,,0,, 2017,Jan , 12,2017-01-12,2017,0,35644.555435314,0
di_aed,Mon Jan 30 19:21:22 CET 2017,UNKNOWN,c34618,109187581,7024429320,, 2017,Jan , 19,2017-01-19,2017,7.02442932,35644.555435314,3093.41442856
di_aed,Mon Jan 30 19:16:03 CET 2017,UNKNOWN,c34618,391598519,15210425531,, 2017,Jan , 19,2017-01-19,2017,15.210425531,35644.555435314,3093.41442856
di_aed,Mon Feb 27 16:43:20 CET 2017,UNKNOWN,c34618,,0,, 2017,Feb , 16,2017-02-16,2017.08333333333,0,1958.448207358,281.449833591
di_aed,Mon Feb 27 16:43:37 CET 2017,UNKNOWN,c34618,,0,, 2017,Feb , 16,2017-02-16,2017.08333333333,0,1958.448207358,281.449833591
di_aed,Mon Feb 27 16:42:41 CET 2017,UNKNOWN,c34618,,0,, 2017,Feb , 16,2017-02-16,2017.08333333333,0,1958.448207358,281.449833591
di_aed,Thu Jan 19 18:04:59 CET 2017,UNKNOWN,c41217,0,0,, 2017,Jan , 18,2017-01-18,2017,0,35644.555435314,0.10434502
di_aed,Mon Mar 13 01:24:11 CET 2017,UNKNOWN,c34618,0,0,, 2017,Mar , 01,2017-03-01,2017.16666666667,0,16032.951134725,9700.409249355
di_ecp,Thu Jan 12 11:06:01 CET 2017,UNKNOWN,c41217,0,0,, 2017,Jan , 11,2017-01-11,2017,0,35644.555435314,0.10434502
di_ecp,Wed Jan 11 10:57:48 CET 2017,UNKNOWN,rdevlop,,0,, 2017,Jan , 10,2017-01-10,2017,0,35644.555435314,1.3056e-05
di_temp,Mon Jul 10 13:41:33 CEST 2017,UNKNOWN,c41934,,0,, 2017,Jul , 13,2017-07-13,2017.5,0,738.290421962,1.796656244
di_temp,Tue Apr 18 11:47:46 CEST 2017,UNKNOWN,c39188,657,11897,, 2017,Apr , 11,2017-04-11,2017.25,1.1897e-05,5976.843447603,326.543019021
di_temp,Wed Feb 22 20:16:57 CET 2017,UNKNOWN,c39188,5,337,, 2017,Feb , 20,2017-02-20,2017.08333333333,3.37e-07,1958.448207358,616.664742865
di_temp,Wed Feb 22 10:38:14 CET 2017,UNKNOWN,c39188,1557925114,35709666972,, 2017,Feb , 10,2017-02-10,2017.08333333333,35.709666972,1958.448207358,616.664742865
di_temp,Fri Feb 24 11:19:16 CET 2017,UNKNOWN,c39188,24343730,1276056778,, 2017,Feb , 11,2017-02-11,2017.08333333333,1.276056778,1958.448207358,616.664742865
di_temp,Fri Feb 24 14:33:19 CET 2017,UNKNOWN,c39188,56908192,2586057624,, 2017,Feb , 14,2017-02-14,2017.08333333333,2.586057624,1958.448207358,616.664742865
di_temp,Fri Feb 24 14:14:47 CET 2017,UNKNOWN,c39188,203328087,12154814095,, 2017,Feb , 14,2017-02-14,2017.08333333333,12.154814095,1958.448207358,616.664742865
di_temp,Mon Apr 03 17:00:14 CEST 2017,UNKNOWN,c39188,16063999,1640052132,, 2017,Apr , 17,2017-04-17,2017.25,1.640052132,5976.843447603,326.543019021
di_temp,Mon Apr 03 17:01:55 CEST 2017,UNKNOWN,c39188,16042948,1750122244,, 2017,Apr , 17,2017-04-17,2017.25,1.750122244,5976.843447603,326.543019021
di_temp,Mon Apr 03 17:49:58 CEST 2017,UNKNOWN,c45301,,0,, 2017,Apr , 17,2017-04-17,2017.25,0,5976.843447603,5232.047737162
di_temp,Wed Apr 19 17:09:08 CEST 2017,UNKNOWN,c39188,70408,2727743,, 2017,Apr , 17,2017-04-17,2017.25,0.002727743,5976.843447603,326.543019021
di_temp,Tue Jun 13 16:26:38 CEST 2017,UNKNOWN,c39188,43652,807137,, 2017,Jun , 16,2017-06-16,2017.41666666667,0.000807137,5987.630903194,251.087790934
di_temp,Mon Jun 12 19:53:12 CEST 2017,UNKNOWN,c39188,1477544,61230044,, 2017,Jun , 19,2017-06-19,2017.41666666667,0.061230044,5987.630903194,251.087790934
di_temp,Tue Jun 13 16:13:59 CEST 2017,UNKNOWN,c39188,451125,18799026,, 2017,Jun , 16,2017-06-16,2017.41666666667,0.018799026,5987.630903194,251.087790934
di_temp,Tue Jun 13 11:08:36 CEST 2017,UNKNOWN,c39188,13058309,497066427,, 2017,Jun , 11,2017-06-11,2017.41666666667,0.497066427,5987.630903194,251.087790934
di_temp,Tue Jun 13 14:27:40 CEST 2017,UNKNOWN,c39188,138081,16055082,, 2017,Jun , 14,2017-06-14,2017.41666666667,0.016055082,5987.630903194,251.087790934
di_temp,Mon Jun 12 16:58:10 CEST 2017,UNKNOWN,c39188,101,3012,, 2017,Jun , 16,2017-06-16,2017.41666666667,3.012e-06,5987.630903194,251.087790934
di_temp,Mon Jun 12 16:35:52 CEST 2017,UNKNOWN,c39188,200,10553,, 2017,Jun , 16,2017-06-16,2017.41666666667,1.0553e-05,5987.630903194,251.087790934
di_temp,Fri Mar 24 15:50:51 CET 2017,UNKNOWN,c39188,13029,747743,, 2017,Mar , 15,2017-03-15,2017.16666666667,0.000747743,16032.951134725,675.714324707
di_temp,Fri Jun 16 09:47:15 CEST 2017,UNKNOWN,c35612,,0,, 2017,Jun , 09,2017-06-09,2017.41666666667,0,5987.630903194,37.985540224
di_temp,Fri Jun 16 09:57:27 CEST 2017,UNKNOWN,c35612,,0,, 2017,Jun , 09,2017-06-09,2017.41666666667,0,5987.630903194,37.985540224
di_temp,Fri Jun 16 09:57:06 CEST 2017,UNKNOWN,c35612,,0,, 2017,Jun , 09,2017-06-09,2017.41666666667,0,5987.630903194,37.985540224
di_temp,Thu Jun 15 14:34:19 CEST 2017,UNKNOWN,c49335,560,29454,, 2017,Jun , 14,2017-06-14,2017.41666666667,2.9454e-05,5987.630903194,4.469543403
di_temp,Mon Mar 20 16:22:22 CET 2017,UNKNOWN,ve7608,0,0,, 2017,Mar , 16,2017-03-16,2017.16666666667,0,16032.951134725,0
di_temp,Fri Feb 03 13:10:39 CET 2017,UNKNOWN,c39188,0,0,, 2017,Feb , 13,2017-02-13,2017.08333333333,0,1958.448207358,616.664742865
di_temp,Wed Feb 22 13:04:34 CET 2017,UNKNOWN,c39188,150854774,3749791258,, 2017,Feb , 13,2017-02-13,2017.08333333333,3.749791258,1958.448207358,616.664742865
di_temp,Wed Feb 22 09:15:31 CET 2017,UNKNOWN,c39188,1438457823,33052331171,, 2017,Feb , 09,2017-02-09,2017.08333333333,33.052331171,1958.448207358,616.664742865
di_temp,Wed Feb 22 09:51:53 CET 2017,UNKNOWN,c39188,162087189,3658752833,, 2017,Feb , 09,2017-02-09,2017.08333333333,3.658752833,1958.448207358,616.664742865
di_temp,Tue Feb 14 16:27:43 CET 2017,UNKNOWN,ve7608,0,0,, 2017,Feb , 16,2017-02-16,2017.08333333333,0,1958.448207358,0
di_temp,Thu Feb 23 15:18:19 CET 2017,UNKNOWN,c39188,2788881,545640675,, 2017,Feb , 15,2017-02-15,2017.08333333333,0.545640675,1958.448207358,616.664742865
di_temp,Mon Feb 27 12:59:03 CET 2017,UNKNOWN,c39188,2983754,718747983,, 2017,Feb , 12,2017-02-12,2017.08333333333,0.718747983,1958.448207358,616.664742865
di_temp,Thu Feb 23 12:51:54 CET 2017,UNKNOWN,c39188,261993632,7752020458,, 2017,Feb , 12,2017-02-12,2017.08333333333,7.752020458,1958.448207358,616.664742865
di_temp,Thu Feb 23 14:33:29 CET 2017,UNKNOWN,c39188,28630006,842789185,, 2017,Feb , 14,2017-02-14,2017.08333333333,0.842789185,1958.448207358,616.664742865
di_temp,Fri Jul 14 13:01:29 CEST 2017,UNKNOWN,c44992,5,28,, 2017,Jul , 13,2017-07-13,2017.5,2.8e-08,738.290421962,68.193028104
di_temp,Fri Jul 14 13:01:35 CEST 2017,UNKNOWN,c44992,11,60,, 2017,Jul , 13,2017-07-13,2017.5,6e-08,738.290421962,68.193028104
di_temp,Fri Jul 14 13:01:22 CEST 2017,UNKNOWN,c44992,322,2616,, 2017,Jul , 13,2017-07-13,2017.5,2.616e-06,738.290421962,68.193028104
di_temp,Fri Jul 14 13:16:27 CEST 2017,UNKNOWN,c44992,628047,8498849,, 2017,Jul , 13,2017-07-13,2017.5,0.008498849,738.290421962,68.193028104
di_temp,Fri Jul 14 13:01:48 CEST 2017,UNKNOWN,c44992,112599,914492,, 2017,Jul , 13,2017-07-13,2017.5,0.000914492,738.290421962,68.193028104
di_temp,Fri Jul 14 13:01:10 CEST 2017,UNKNOWN,c44992,470988,4037827,, 2017,Jul , 13,2017-07-13,2017.5,0.004037827,738.290421962,68.193028104
di_temp,Thu Apr 06 16:43:42 CEST 2017,UNKNOWN,c39188,4802,129751,, 2017,Apr , 16,2017-04-16,2017.25,0.000129751,5976.843447603,326.543019021
di_temp,Tue Apr 04 10:59:18 CEST 2017,UNKNOWN,c39188,3065,41156,, 2017,Apr , 10,2017-04-10,2017.25,4.1156e-05,5976.843447603,326.543019021
di_temp,Thu Apr 06 16:40:11 CEST 2017,UNKNOWN,c39188,19950,2533650,, 2017,Apr , 16,2017-04-16,2017.25,0.00253365,5976.843447603,326.543019021
di_temp,Thu Feb 16 13:29:37 CET 2017,UNKNOWN,c39188,3769116592,331540397791,, 2017,Feb , 13,2017-02-13,2017.08333333333,331.540397791,1958.448207358,616.664742865
di_temp,Mon Feb 06 09:25:41 CET 2017,UNKNOWN,c39188,864496,18703551,, 2017,Feb , 09,2017-02-09,2017.08333333333,0.018703551,1958.448207358,616.664742865
di_temp,Mon May 08 14:40:38 CEST 2017,UNKNOWN,c39188,117628,3761329,, 2017,May , 14,2017-05-14,2017.33333333333,0.003761329,7625.391561815,0.078800605
di_temp,Thu Apr 06 17:13:53 CEST 2017,UNKNOWN,c39188,19850,651592,, 2017,Apr , 17,2017-04-17,2017.25,0.000651592,5976.843447603,326.543019021
di_temp,Thu Apr 06 16:47:51 CEST 2017,UNKNOWN,c39188,1328502,40429116,, 2017,Apr , 16,2017-04-16,2017.25,0.040429116,5976.843447603,326.543019021
di_temp,Wed May 03 10:36:23 CEST 2017,UNKNOWN,c39188,381862,53460680,, 2017,May , 10,2017-05-10,2017.33333333333,0.05346068,7625.391561815,0.078800605
di_temp,Wed May 03 10:37:41 CEST 2017,UNKNOWN,c39188,57240,6639840,, 2017,May , 10,2017-05-10,2017.33333333333,0.00663984,7625.391561815,0.078800605
di_temp,Wed Mar 29 16:22:13 CEST 2017,UNKNOWN,c39188,104260,4117751,, 2017,Mar , 16,2017-03-16,2017.16666666667,0.004117751,16032.951134725,675.714324707
di_temp,Wed May 03 10:33:31 CEST 2017,UNKNOWN,c39188,117628,14938756,, 2017,May , 10,2017-05-10,2017.33333333333,0.014938756,7625.391561815,0.078800605
di_temp,Tue May 09 15:06:13 CEST 2017,UNKNOWN,c43180,0,0,, 2017,May , 15,2017-05-15,2017.33333333333,0,7625.391561815,260.090830802
di_temp,Tue May 30 17:21:11 CEST 2017,UNKNOWN,c43180,1,286,, 2017,May , 17,2017-05-17,2017.33333333333,2.86e-07,7625.391561815,260.090830802
di_temp,Wed Feb 15 14:14:51 CET 2017,UNKNOWN,c34618,0,0,, 2017,Feb , 14,2017-02-14,2017.08333333333,0,1958.448207358,281.449833591
di_temp,Tue May 02 14:09:08 CEST 2017,UNKNOWN,c45191,,0,, 2017,May , 14,2017-05-14,2017.33333333333,0,7625.391561815,38.080485863
di_temp,Wed Apr 19 18:05:24 CEST 2017,UNKNOWN,c45191,,0,, 2017,Apr , 18,2017-04-18,2017.25,0,5976.843447603,0
di_temp,Tue May 30 17:28:24 CEST 2017,UNKNOWN,c45191,82261569,38080485863,, 2017,May , 17,2017-05-17,2017.33333333333,38.080485863,7625.391561815,38.080485863
di_temp,Fri Jul 14 13:00:54 CEST 2017,UNKNOWN,c44992,1484684,27621791,, 2017,Jul , 13,2017-07-13,2017.5,0.027621791,738.290421962,68.193028104
di_temp,Fri Mar 24 16:13:13 CET 2017,UNKNOWN,c39188,13029,621850,, 2017,Mar , 16,2017-03-16,2017.16666666667,0.00062185,16032.951134725,675.714324707
di_temp,Sun Mar 26 16:26:09 CEST 2017,UNKNOWN,c39188,212531,11988411,, 2017,Mar , 16,2017-03-16,2017.16666666667,0.011988411,16032.951134725,675.714324707
di_temp,Sun Feb 12 17:01:02 CET 2017,UNKNOWN,c39188,6178,2211724,, 2017,Feb , 17,2017-02-17,2017.08333333333,0.002211724,1958.448207358,616.664742865
di_temp,Mon Jan 16 16:12:36 CET 2017,UNKNOWN,c34618,0,0,, 2017,Jan , 16,2017-01-16,2017,0,35644.555435314,3093.41442856
di_temp,Wed Jan 18 11:00:42 CET 2017,UNKNOWN,c34618,0,0,, 2017,Jan , 11,2017-01-11,2017,0,35644.555435314,3093.41442856
di_temp,Tue May 23 11:43:07 CEST 2017,UNKNOWN,c41934,781395,1907401217,, 2017,May , 11,2017-05-11,2017.33333333333,1.907401217,7625.391561815,5440.246024614
di_temp,Tue May 23 12:05:43 CEST 2017,UNKNOWN,c41934,781395,1503361889,, 2017,May , 12,2017-05-12,2017.33333333333,1.503361889,7625.391561815,5440.246024614
di_temp,Tue May 23 11:26:09 CEST 2017,UNKNOWN,c41934,607526,1480359526,, 2017,May , 11,2017-05-11,2017.33333333333,1.480359526,7625.391561815,5440.246024614
di_temp,Tue May 23 12:06:00 CEST 2017,UNKNOWN,c41934,607526,1169158175,, 2017,May , 12,2017-05-12,2017.33333333333,1.169158175,7625.391561815,5440.246024614
di_temp,Thu Jan 19 00:10:11 CET 2017,UNKNOWN,c45301,0,0,, 2017,Jan , 00,,,0,9.542475972,0
di_temp,Fri Jul 14 11:01:22 CEST 2017,UNKNOWN,c49335,,0,, 2017,Jul , 11,2017-07-11,2017.5,0,738.290421962,0.002287877
di_temp,Thu Jun 15 13:45:41 CEST 2017,UNKNOWN,c49335,192958,6301807,, 2017,Jun , 13,2017-06-13,2017.41666666667,0.006301807,5987.630903194,4.469543403
di_temp,Fri Jun 09 16:28:38 CEST 2017,UNKNOWN,c49335,3721,1067796,, 2017,Jun , 16,2017-06-16,2017.41666666667,0.001067796,5987.630903194,4.469543403
di_temp,Thu Jun 29 09:30:25 CEST 2017,UNKNOWN,c49335,2386,45808,, 2017,Jun , 09,2017-06-09,2017.41666666667,4.5808e-05,5987.630903194,4.469543403
di_temp,Mon Jun 12 10:39:31 CEST 2017,UNKNOWN,c49335,2243655,859981323,, 2017,Jun , 10,2017-06-10,2017.41666666667,0.859981323,5987.630903194,4.469543403
di_temp,Mon Jun 12 12:30:12 CEST 2017,UNKNOWN,c49335,2243655,859981323,, 2017,Jun , 12,2017-06-12,2017.41666666667,0.859981323,5987.630903194,4.469543403
di_temp,Thu Jun 15 13:01:13 CEST 2017,UNKNOWN,c49335,56,23099,, 2017,Jun , 13,2017-06-13,2017.41666666667,2.3099e-05,5987.630903194,4.469543403
di_temp,Wed Jul 05 10:46:12 CEST 2017,UNKNOWN,c49335,855,16490,, 2017,Jul , 10,2017-07-10,2017.5,1.649e-05,738.290421962,0.002287877
di_temp,Thu Jun 29 13:38:47 CEST 2017,UNKNOWN,c49335,294,2736,, 2017,Jun , 13,2017-06-13,2017.41666666667,2.736e-06,5987.630903194,4.469543403
di_temp,Wed Jun 21 08:54:30 CEST 2017,UNKNOWN,c49335,107,1435,, 2017,Jun , 08,2017-06-08,2017.41666666667,1.435e-06,5987.630903194,4.469543403
di_temp,Wed Jun 21 08:56:24 CEST 2017,UNKNOWN,c49335,107,1435,, 2017,Jun , 08,2017-06-08,2017.41666666667,1.435e-06,5987.630903194,4.469543403
di_temp,Thu Jun 15 08:54:15 CEST 2017,UNKNOWN,c49335,84,2294,, 2017,Jun , 08,2017-06-08,2017.41666666667,2.294e-06,5987.630903194,4.469543403
di_temp,Thu Jun 15 09:05:52 CEST 2017,UNKNOWN,c49335,84,2294,, 2017,Jun , 09,2017-06-09,2017.41666666667,2.294e-06,5987.630903194,4.469543403
di_temp,Thu Jun 15 09:13:45 CEST 2017,UNKNOWN,c49335,84,2294,, 2017,Jun , 09,2017-06-09,2017.41666666667,2.294e-06,5987.630903194,4.469543403
di_temp,Thu Jun 15 08:56:26 CEST 2017,UNKNOWN,c49335,76,2122,, 2017,Jun , 08,2017-06-08,2017.41666666667,2.122e-06,5987.630903194,4.469543403
di_temp,Thu Jun 15 09:05:05 CEST 2017,UNKNOWN,c49335,76,2122,, 2017,Jun , 09,2017-06-09,2017.41666666667,2.122e-06,5987.630903194,4.469543403
di_temp,Tue Jul 04 13:59:26 CEST 2017,UNKNOWN,c49335,2528,41949,, 2017,Jul , 13,2017-07-13,2017.5,4.1949e-05,738.290421962,0.002287877
di_temp,Wed Jul 05 16:21:41 CEST 2017,UNKNOWN,c49335,107313,2038947,, 2017,Jul , 16,2017-07-16,2017.5,0.002038947,738.290421962,0.002287877
di_temp,Fri Jun 23 16:30:06 CEST 2017,UNKNOWN,c49335,2234988,856834336,, 2017,Jun , 16,2017-06-16,2017.41666666667,0.856834336,5987.630903194,4.469543403
di_temp,Fri Jun 23 16:37:54 CEST 2017,UNKNOWN,c49335,2207076,846466657,, 2017,Jun , 16,2017-06-16,2017.41666666667,0.846466657,5987.630903194,4.469543403
di_temp,Fri Jun 23 16:52:46 CEST 2017,UNKNOWN,c49335,747750,313920153,, 2017,Jun , 16,2017-06-16,2017.41666666667,0.313920153,5987.630903194,4.469543403
di_temp,Mon Jun 26 09:19:10 CEST 2017,UNKNOWN,c49335,2234,54139,, 2017,Jun , 09,2017-06-09,2017.41666666667,5.4139e-05,5987.630903194,4.469543403
di_temp,Thu Jun 29 11:46:48 CEST 2017,UNKNOWN,c49335,1820409,640435587,, 2017,Jun , 11,2017-06-11,2017.41666666667,0.640435587,5987.630903194,4.469543403
di_temp,Thu Jun 15 12:35:28 CEST 2017,UNKNOWN,c49335,455444,23120620,, 2017,Jun , 12,2017-06-12,2017.41666666667,0.02312062,5987.630903194,4.469543403
di_temp,Fri Jun 16 09:20:11 CEST 2017,UNKNOWN,c49335,455444,24038090,, 2017,Jun , 09,2017-06-09,2017.41666666667,0.02403809,5987.630903194,4.469543403
di_temp,Thu Jun 15 13:32:15 CEST 2017,UNKNOWN,c49335,406525,18595926,, 2017,Jun , 13,2017-06-13,2017.41666666667,0.018595926,5987.630903194,4.469543403
di_temp,Thu Jun 15 13:37:26 CEST 2017,UNKNOWN,c49335,192958,6301807,, 2017,Jun , 13,2017-06-13,2017.41666666667,0.006301807,5987.630903194,4.469543403
di_temp,Mon Jun 12 15:10:59 CEST 2017,UNKNOWN,c49335,174159,6929464,, 2017,Jun , 15,2017-06-15,2017.41666666667,0.006929464,5987.630903194,4.469543403
di_temp,Mon Jun 12 15:14:24 CEST 2017,UNKNOWN,c49335,96589,4323236,, 2017,Jun , 15,2017-06-15,2017.41666666667,0.004323236,5987.630903194,4.469543403
di_temp,Tue Jun 13 14:42:37 CEST 2017,UNKNOWN,c49335,2657,64718,, 2017,Jun , 14,2017-06-14,2017.41666666667,6.4718e-05,5987.630903194,4.469543403
di_temp,Wed Jun 21 13:21:08 CEST 2017,UNKNOWN,c49335,2383,57826,, 2017,Jun , 13,2017-06-13,2017.41666666667,5.7826e-05,5987.630903194,4.469543403
di_temp,Wed Jun 21 13:53:08 CEST 2017,UNKNOWN,c49335,2383,57814,, 2017,Jun , 13,2017-06-13,2017.41666666667,5.7814e-05,5987.630903194,4.469543403
di_temp,Thu Jun 29 12:27:10 CEST 2017,UNKNOWN,c49335,2371,57250,, 2017,Jun , 12,2017-06-12,2017.41666666667,5.725e-05,5987.630903194,4.469543403
di_temp,Thu Jun 29 14:30:30 CEST 2017,UNKNOWN,c49335,2379,57486,, 2017,Jun , 14,2017-06-14,2017.41666666667,5.7486e-05,5987.630903194,4.469543403
di_temp,Mon Jul 03 13:01:27 CEST 2017,UNKNOWN,c49335,2639,63538,, 2017,Jul , 13,2017-07-13,2017.5,6.3538e-05,738.290421962,0.002287877
di_temp,Wed Jul 05 16:36:53 CEST 2017,UNKNOWN,c49335,2604,62548,, 2017,Jul , 16,2017-07-16,2017.5,6.2548e-05,738.290421962,0.002287877
di_temp,Thu Jun 15 14:11:39 CEST 2017,UNKNOWN,c49335,2656,64694,, 2017,Jun , 14,2017-06-14,2017.41666666667,6.4694e-05,5987.630903194,4.469543403
di_temp,Tue Jun 20 11:49:13 CEST 2017,UNKNOWN,c49335,2657,64668,, 2017,Jun , 11,2017-06-11,2017.41666666667,6.4668e-05,5987.630903194,4.469543403
di_temp,Tue Jun 20 15:28:07 CEST 2017,UNKNOWN,c49335,2648,64188,, 2017,Jun , 15,2017-06-15,2017.41666666667,6.4188e-05,5987.630903194,4.469543403
di_temp,Wed Jun 21 09:38:50 CEST 2017,UNKNOWN,c49335,2599,62431,, 2017,Jun , 09,2017-06-09,2017.41666666667,6.2431e-05,5987.630903194,4.469543403
di_temp,Wed Jun 21 12:27:01 CEST 2017,UNKNOWN,c49335,2599,62424,, 2017,Jun , 12,2017-06-12,2017.41666666667,6.2424e-05,5987.630903194,4.469543403
di_temp,Thu Jun 15 13:24:42 CEST 2017,UNKNOWN,c49335,2577,63212,, 2017,Jun , 13,2017-06-13,2017.41666666667,6.3212e-05,5987.630903194,4.469543403
di_temp,Thu Jun 22 10:01:30 CEST 2017,UNKNOWN,c49335,2835,69225,, 2017,Jun , 10,2017-06-10,2017.41666666667,6.9225e-05,5987.630903194,4.469543403
di_temp,Thu Jun 22 10:04:23 CEST 2017,UNKNOWN,c49335,2657,64668,, 2017,Jun , 10,2017-06-10,2017.41666666667,6.4668e-05,5987.630903194,4.469543403
di_temp,Fri Jun 16 10:40:14 CEST 2017,UNKNOWN,c49335,2492,60874,, 2017,Jun , 10,2017-06-10,2017.41666666667,6.0874e-05,5987.630903194,4.469543403
di_temp,Thu Jun 22 09:07:24 CEST 2017,UNKNOWN,c49335,2781,66066,, 2017,Jun , 09,2017-06-09,2017.41666666667,6.6066e-05,5987.630903194,4.469543403
